age,seniority,men,urban,private,marital_M,marital_O,marital_S,yord
54,19,1,0,1,1,0,0,1
51,14,1,1,1,1,0,0,0
47,10,1,0,1,1,0,0,1
49,15,1,1,1,1,0,0,0
49,19,1,1,1,1,0,0,2
38,8,1,0,1,1,0,0,2
31,8,0,1,1,0,0,1,1
34,8,1,0,1,0,0,1,0
46,23,1,0,1,1,0,0,0
68,14,1,0,1,0,0,1,2
47,19,1,1,1,1,0,0,2
32,9,1,1,1,1,0,0,0
35,16,1,0,1,0,0,1,0
41,8,1,0,1,1,0,0,0
47,9,1,0,1,1,0,0,0
42,12,1,1,1,1,0,0,2
71,8,1,1,1,1,0,0,2
42,20,1,0,1,1,0,0,0
37,9,0,0,1,1,0,0,0
45,9,0,0,1,1,0,0,0
57,8,1,0,1,1,0,0,1
38,8,1,0,1,1,0,0,2
46,8,0,0,1,1,0,0,0
35,15,1,0,1,1,0,0,0
54,22,1,1,1,1,0,0,0
66,12,0,1,1,1,0,0,1
59,19,1,0,1,1,0,0,0
48,23,1,0,1,1,0,0,2
61,9,1,0,1,1,0,0,0
41,20,1,0,1,1,0,0,2
61,13,1,0,1,1,0,0,2
41,10,1,1,1,1,0,0,0
48,16,1,0,1,1,0,0,0
54,18,1,1,1,1,0,0,1
56,8,1,1,1,1,0,0,0
38,14,1,0,1,1,0,0,1
33,14,1,0,1,1,0,0,1
83,13,1,0,1,1,0,0,1
69,17,1,0,1,1,0,0,1
36,8,0,0,1,0,0,1,2
50,9,1,1,1,1,0,0,0
38,13,1,0,1,1,0,0,0
44,20,1,0,1,1,0,0,1
36,8,1,0,1,1,0,0,0
38,12,1,0,1,0,0,1,0
48,12,1,0,1,1,0,0,2
52,16,0,0,1,0,0,1,0
56,23,1,0,1,1,0,0,0
46,15,0,0,1,1,0,0,2
33,8,1,1,1,1,0,0,0
42,10,1,0,1,1,0,0,1
42,13,0,0,1,1,0,0,0
47,17,0,0,1,1,0,0,1
40,14,0,0,1,1,0,0,1
61,18,1,0,1,0,0,0,0
51,8,1,0,1,1,0,0,1
38,8,1,0,1,1,0,0,0
66,12,1,0,1,1,0,0,1
41,10,1,0,1,1,0,0,0
53,19,1,0,1,1,0,0,0
59,15,1,0,1,1,0,0,1
66,13,0,1,1,0,0,1,2
50,15,0,0,1,1,0,0,0
67,27,1,0,1,0,0,1,1
51,12,1,0,1,1,0,0,0
38,16,0,0,1,0,0,1,0
72,20,1,0,1,1,0,0,0
65,8,1,0,1,1,0,0,0
64,18,1,0,1,1,0,0,1
61,11,1,0,1,1,0,0,0
54,8,1,0,1,1,0,0,0
42,13,1,0,1,1,0,0,0
50,23,1,1,1,0,0,0,0
32,8,0,1,1,0,0,1,0
39,15,1,1,1,1,0,0,2
64,8,1,1,1,1,0,0,0
37,19,1,0,1,1,0,0,1
56,10,1,0,1,1,0,0,1
36,11,1,0,1,1,0,0,0
51,12,1,1,1,1,0,0,2
60,9,1,0,1,1,0,0,1
71,10,1,1,1,1,0,0,0
34,15,1,0,1,1,0,0,0
41,17,1,1,1,1,0,0,2
38,14,1,0,1,1,0,0,1
37,15,0,1,1,1,0,0,1
35,17,1,0,1,1,0,0,0
53,21,1,0,1,1,0,0,0
48,9,1,0,1,0,0,0,0
33,12,1,0,1,1,0,0,0
67,23,0,0,1,0,0,0,2
42,9,1,1,1,1,0,0,2
44,11,1,1,1,1,0,0,2
77,13,1,0,1,1,0,0,1
36,14,0,0,1,0,0,1,1
34,12,1,1,1,0,0,1,0
36,9,0,0,1,1,0,0,1
58,29,1,0,1,0,0,0,1
47,20,1,0,1,0,0,0,1
70,9,1,0,1,1,0,0,1
56,24,1,0,1,0,0,0,0
79,16,1,0,1,1,0,0,1
65,20,0,0,0,1,0,0,0
29,10,1,0,0,1,0,0,0
40,18,1,0,1,1,0,0,1
36,14,1,0,1,0,0,1,1
55,13,1,1,1,1,0,0,0
44,24,0,0,1,1,0,0,1
56,13,1,0,1,1,0,0,0
36,9,1,1,1,0,0,0,1
73,15,1,0,1,1,0,0,1
41,20,1,1,1,1,0,0,0
39,14,1,0,1,1,0,0,0
52,8,0,1,1,1,0,0,2
59,15,1,1,1,1,0,0,0
40,21,1,1,1,1,0,0,1
39,8,1,1,1,1,0,0,1
44,21,1,1,1,1,0,0,1
26,9,1,0,1,0,0,1,0
75,8,1,1,1,1,0,0,1
35,11,1,0,1,0,0,1,2
35,8,1,0,1,1,0,0,1
38,15,0,1,1,0,0,1,0
34,13,1,0,1,1,0,0,1
41,16,1,1,1,0,0,1,0
41,15,1,0,1,1,0,0,0
31,17,0,1,1,1,0,0,1
43,15,1,1,1,0,0,1,2
42,11,1,0,1,1,0,0,1
46,23,1,0,1,1,0,0,0
69,12,1,0,1,1,0,0,2
43,8,0,0,1,1,0,0,2
54,16,1,0,1,1,0,0,0
68,14,1,0,1,1,0,0,1
38,14,1,1,1,1,0,0,0
32,13,1,1,1,1,0,0,1
44,10,1,0,1,1,0,0,0
39,15,1,1,1,0,0,1,0
49,15,1,0,1,1,0,0,0
57,14,1,0,1,1,0,0,0
52,10,0,0,1,1,0,0,2
47,16,1,1,1,1,0,0,1
74,8,1,0,1,1,0,0,2
21,17,1,0,1,0,0,1,1
54,8,1,0,1,1,0,0,2
56,14,1,1,1,1,0,0,1
51,14,1,0,1,1,0,0,1
49,8,0,0,1,1,0,0,2
37,9,1,0,1,0,0,1,1
71,14,1,1,1,0,0,0,2
49,20,1,0,1,1,0,0,0
39,14,1,1,1,1,0,0,1
46,8,0,1,1,0,0,0,0
60,13,1,0,1,1,0,0,0
55,17,0,0,1,1,0,0,2
51,11,0,1,1,1,0,0,0
34,9,1,0,1,0,0,1,0
45,9,1,1,1,1,0,0,0
51,11,1,1,1,1,0,0,0
59,8,1,1,1,1,0,0,0
43,21,0,0,1,0,0,1,0
63,8,1,1,1,1,0,0,0
34,11,1,0,1,1,0,0,0
34,13,0,1,1,1,0,0,0
72,16,1,1,1,1,0,0,0
45,14,1,0,1,1,0,0,2
31,9,1,0,1,0,0,0,0
30,8,1,1,1,0,0,1,0
59,8,1,1,1,1,0,0,2
45,15,1,1,1,1,0,0,0
48,14,1,0,1,1,0,0,0
41,13,1,0,1,1,0,0,2
35,8,1,0,1,1,0,0,0
39,9,0,0,1,1,0,0,0
63,15,1,1,1,1,0,0,2
75,17,1,1,1,1,0,0,1
41,21,1,1,1,1,0,0,1
54,11,1,0,1,1,0,0,0
52,8,1,0,1,1,0,0,2
40,11,0,0,1,1,0,0,1
52,9,1,0,1,1,0,0,0
48,20,0,0,1,1,0,0,0
52,18,1,0,1,1,0,0,0
37,14,1,0,1,1,0,0,0
73,27,1,0,1,1,0,0,0
56,17,1,0,1,1,0,0,1
29,8,1,0,1,0,0,1,1
47,15,1,0,1,1,0,0,0
73,15,1,0,1,0,0,0,1
66,13,1,1,1,1,0,0,2
39,25,0,0,1,1,0,0,0
49,9,0,1,1,0,0,1,1
44,16,0,0,1,1,0,0,0
43,8,1,0,1,1,0,0,0
33,11,1,0,1,1,0,0,0
43,16,1,0,1,1,0,0,0
58,32,0,0,1,1,0,0,1
61,18,1,1,1,0,0,0,0
56,8,1,1,1,1,0,0,2
44,11,1,1,1,1,0,0,1
66,14,1,0,1,1,0,0,1
49,11,1,0,1,1,0,0,0
45,13,0,0,1,0,0,0,2
39,14,1,0,1,0,0,0,1
29,8,1,0,1,1,0,0,2
40,17,1,0,1,1,0,0,0
65,14,1,1,1,1,0,0,1
67,9,1,0,1,1,0,0,2
39,11,1,1,1,0,0,1,0
47,16,1,0,1,1,0,0,0
51,9,0,1,1,1,0,0,0
42,16,0,0,1,0,0,1,0
53,8,1,0,1,1,0,0,1
48,10,1,1,1,1,0,0,2
43,11,1,0,1,0,0,0,0
55,21,1,0,1,1,0,0,1
51,9,1,0,1,1,0,0,2
35,12,1,0,1,0,0,1,0
51,12,1,0,1,0,0,1,1
41,13,1,0,1,1,0,0,2
45,15,1,1,1,1,0,0,0
48,10,0,1,1,1,0,0,0
39,14,1,0,1,1,0,0,0
41,12,1,0,1,0,0,1,0
63,17,1,0,1,1,0,0,1
40,16,0,1,1,0,0,1,0
52,17,1,0,1,1,0,0,0
35,21,1,0,1,0,0,1,1
44,20,1,0,1,1,0,0,2
58,8,1,1,1,1,0,0,0
78,16,1,0,1,1,0,0,1
40,14,0,0,1,1,0,0,0
40,11,1,0,1,1,0,0,1
54,15,0,0,1,1,0,0,0
40,20,1,0,1,0,0,1,0
31,8,0,0,1,1,0,0,2
40,15,1,1,1,0,0,1,2
43,15,1,0,1,1,0,0,2
53,23,1,1,1,1,0,0,0
71,27,1,1,1,1,0,0,0
42,15,1,0,1,1,0,0,2
44,10,0,0,1,1,0,0,0
37,13,1,0,1,1,0,0,0
38,15,1,0,1,1,0,0,0
34,14,1,1,1,0,0,1,0
59,17,1,1,1,1,0,0,0
59,18,1,0,1,1,0,0,1
49,12,1,0,1,1,0,0,1
51,9,0,0,1,1,0,0,2
81,20,1,0,1,1,0,0,1
53,22,1,1,1,1,0,0,0
74,20,1,0,1,1,0,0,0
38,15,0,0,1,1,0,0,0
34,8,1,0,1,1,0,0,2
51,28,0,1,1,0,0,1,0
46,21,1,1,1,1,0,0,0
67,23,1,1,1,1,0,0,0
40,16,1,0,1,1,0,0,0
57,14,1,0,1,1,0,0,0
50,16,1,0,1,0,0,1,2
40,14,1,0,1,0,0,1,0
50,20,1,1,1,1,0,0,0
47,12,1,0,1,1,0,0,0
58,26,1,0,1,1,0,0,0
53,14,1,0,1,0,0,1,1
29,8,1,1,1,0,0,1,0
71,20,1,0,1,1,0,0,1
41,8,1,0,1,0,0,1,0
71,20,1,0,1,0,0,0,1
46,20,0,1,1,0,0,1,1
46,17,1,0,1,1,0,0,1
51,9,1,1,1,1,0,0,0
53,9,0,1,1,1,0,0,2
40,15,0,0,1,0,0,1,0
35,12,1,1,1,1,0,0,2
45,18,1,1,1,1,0,0,0
68,27,1,1,1,0,0,1,1
36,8,1,0,1,1,0,0,2
51,8,1,1,1,1,0,0,1
48,14,0,0,1,1,0,0,1
75,23,1,0,1,0,0,0,1
37,13,1,1,1,1,0,0,2
33,14,0,0,1,1,0,0,0
43,19,0,1,1,1,0,0,1
59,20,1,1,1,1,0,0,1
45,12,1,1,1,1,0,0,2
37,14,1,1,1,0,0,1,2
42,24,1,0,1,1,0,0,1
56,13,1,0,0,1,0,0,1
62,16,1,1,1,1,0,0,1
33,13,1,0,1,1,0,0,0
41,17,1,1,1,0,0,1,1
75,14,1,0,1,1,0,0,1
48,8,0,0,1,1,0,0,0
40,15,0,0,1,0,0,1,1
38,16,1,1,1,0,0,1,0
34,11,0,1,1,1,0,0,0
36,11,1,0,1,0,0,1,1
39,12,0,0,1,1,0,0,2
48,8,1,0,1,1,0,0,0
39,8,1,0,1,1,0,0,0
53,9,1,0,1,1,0,0,0
59,10,1,0,1,1,0,0,1
57,8,1,1,1,1,0,0,1
36,9,0,1,1,1,0,0,0
46,20,1,0,1,0,0,1,2
44,18,0,0,1,1,0,0,1
69,12,1,0,1,0,0,1,1
71,23,1,0,1,1,0,0,1
73,15,1,0,1,1,0,0,2
82,21,1,0,1,1,0,0,1
65,13,1,1,1,1,0,0,2
33,10,1,1,1,0,0,1,0
33,12,0,0,1,0,0,1,2
45,8,1,1,1,0,0,1,2
36,11,0,0,1,1,0,0,0
28,9,0,0,1,0,0,1,0
43,9,0,0,1,0,0,1,0
45,16,0,0,1,0,0,1,1
42,9,1,0,1,1,0,0,1
61,16,0,0,1,1,0,0,1
43,16,0,1,1,1,0,0,2
40,14,1,1,1,1,0,0,0
25,18,1,0,1,0,0,1,1
51,16,1,0,1,0,0,1,0
38,8,1,1,1,0,0,1,1
41,8,1,1,1,1,0,0,2
47,21,1,1,1,1,0,0,0
34,13,0,0,1,1,0,0,0
73,15,1,1,1,1,0,0,0
65,16,1,1,1,1,0,0,2
51,9,1,1,1,1,0,0,0
47,15,1,1,1,1,0,0,0
60,10,0,0,1,1,0,0,0
42,16,1,1,1,1,0,0,0
48,9,1,0,1,1,0,0,1
37,8,1,0,1,1,0,0,0
45,10,0,0,1,1,0,0,0
31,12,0,0,1,0,0,1,0
41,18,1,1,1,1,0,0,2
33,8,1,1,1,1,0,0,2
45,8,1,1,1,1,0,0,0
28,8,1,0,1,1,0,0,2
45,8,0,0,1,1,0,0,1
38,8,1,0,1,1,0,0,2
29,8,0,1,1,0,0,1,1
72,8,1,1,1,1,0,0,1
44,8,0,0,1,1,0,0,1
44,8,0,0,1,1,0,0,2
44,8,1,0,1,1,0,0,0
39,8,1,0,1,1,0,0,0
46,8,0,0,1,1,0,0,0
45,8,1,0,1,1,0,0,2
34,8,0,0,1,1,0,0,0
42,8,1,0,1,0,0,1,0
37,8,1,0,1,1,0,0,1
42,8,0,0,1,0,0,1,2
75,8,1,0,1,1,0,0,2
45,8,1,0,1,1,0,0,0
67,8,1,0,1,1,0,0,0
56,8,0,0,1,1,0,0,1
34,8,0,0,1,0,0,1,1
43,8,1,0,1,1,0,0,0
53,8,1,0,1,0,0,1,0
53,8,0,1,1,1,0,0,0
42,8,1,1,1,0,0,1,1
63,35,1,0,1,1,0,0,0
41,32,0,1,1,1,0,0,1
74,28,1,0,1,1,0,0,1
37,28,1,0,1,0,0,1,2
56,26,1,0,1,1,0,0,2
53,23,1,0,1,1,0,0,2
56,23,0,0,1,1,0,0,0
32,23,1,0,1,1,0,0,0
50,23,1,1,1,1,0,0,0
52,22,0,1,1,1,0,0,0
48,22,1,0,1,1,0,0,0
52,22,1,0,1,1,0,0,1
62,21,1,1,1,1,0,0,0
32,21,1,0,1,1,0,0,2
45,21,0,0,1,1,0,0,1
79,21,1,0,1,1,0,0,1
69,21,1,0,1,1,0,0,1
76,21,1,1,1,1,0,0,0
60,21,1,0,1,0,0,1,0
52,21,1,0,1,1,0,0,0
35,20,1,0,1,1,0,0,0
40,20,1,0,1,1,0,0,1
57,20,1,1,1,1,0,0,0
52,20,1,1,1,1,0,0,2
70,20,1,0,1,1,0,0,0
56,19,1,0,1,1,0,0,1
62,19,1,0,1,1,0,0,0
60,19,1,0,1,1,0,0,0
50,18,1,0,1,1,0,0,1
46,18,1,0,1,1,0,0,1
47,18,1,0,1,1,0,0,0
42,17,1,0,1,1,0,0,0
41,17,1,0,1,1,0,0,1
37,17,1,1,1,0,0,1,0
68,17,1,1,1,1,0,0,0
74,16,0,0,1,0,0,1,0
56,16,1,0,1,1,0,0,1
38,16,1,1,1,1,0,0,0
39,16,1,0,1,0,0,1,1
70,16,1,1,1,0,0,1,1
64,16,1,0,1,1,0,0,1
39,16,1,0,1,1,0,0,1
46,15,1,0,1,1,0,0,0
48,15,1,0,1,1,0,0,0
42,15,1,0,1,1,0,0,1
54,15,1,1,1,1,0,0,2
64,15,1,1,1,1,0,0,0
48,15,1,1,1,1,0,0,1
68,15,1,1,1,1,0,0,1
45,15,1,0,1,1,0,0,2
59,14,1,1,1,1,0,0,0
35,14,1,1,1,0,0,1,0
71,14,0,0,1,0,0,0,1
52,14,1,1,1,1,0,0,2
61,14,1,1,1,1,0,0,2
61,14,1,0,1,1,0,0,1
62,14,1,0,1,1,0,0,2
65,13,1,1,1,1,0,0,0
75,13,1,0,1,1,0,0,1
77,13,1,1,1,1,0,0,0
51,13,1,1,1,1,0,0,1
34,13,0,0,1,0,0,1,0
35,13,0,0,1,1,0,0,0
36,12,1,0,1,1,0,0,2
39,12,1,0,1,1,0,0,0
40,12,1,0,1,0,0,0,0
38,12,1,1,1,1,0,0,2
45,12,1,1,1,1,0,0,0
35,11,1,1,1,1,0,0,2
76,11,0,1,1,0,0,0,1
37,11,1,1,1,0,0,0,0
53,10,1,1,1,1,0,0,1
54,10,1,0,1,1,0,0,0
47,10,1,1,1,1,0,0,1
68,10,1,0,1,1,0,0,1
76,9,1,0,1,1,0,0,1
78,9,1,0,0,0,0,0,0
33,9,0,0,1,0,0,1,0
72,9,1,0,1,1,0,0,1
64,9,1,0,1,1,0,0,0
33,9,1,0,1,1,0,0,0
54,9,1,0,1,1,0,0,0
59,9,0,1,1,1,0,0,0
45,9,1,1,1,1,0,0,0
48,9,1,1,1,1,0,0,0
48,9,1,1,1,1,0,0,0
54,9,1,1,1,1,0,0,2
43,9,0,0,1,0,0,1,0
31,8,0,1,1,0,0,1,1
34,8,1,1,1,1,0,0,1
58,8,1,0,1,1,0,0,1
51,8,1,0,1,1,0,0,0
33,8,0,0,1,0,0,1,1
29,8,1,1,1,0,0,1,0
63,8,1,0,1,1,0,0,0
31,8,1,0,1,1,0,0,0
50,8,1,1,1,1,0,0,0
61,8,0,1,1,1,0,0,2
56,8,1,1,1,1,0,0,0
30,4,0,1,1,0,0,1,0
38,8,0,0,1,0,0,1,0
50,7,1,0,1,1,0,0,1
29,7,0,1,1,0,0,1,2
40,7,0,1,1,1,0,0,0
30,7,1,0,1,0,0,1,1
38,7,1,0,1,1,0,0,1
50,7,1,0,1,1,0,0,0
68,7,1,0,1,1,0,0,1
40,7,0,0,1,0,0,1,2
55,7,1,1,1,1,0,0,0
41,7,0,1,1,0,0,0,2
43,7,1,1,1,1,0,0,1
60,7,1,0,1,1,0,0,0
33,7,1,1,1,1,0,0,1
29,7,1,0,1,0,0,1,0
58,23,1,1,1,0,0,1,2
73,22,0,1,1,1,0,0,0
49,22,1,1,1,1,0,0,2
36,21,1,0,1,0,0,1,0
49,21,1,0,1,1,0,0,2
53,18,1,1,1,1,0,0,2
38,18,1,1,1,1,0,0,1
43,16,0,1,1,0,0,1,0
63,15,1,1,1,1,0,0,0
43,15,0,0,1,1,0,0,0
69,15,1,1,1,1,0,0,0
34,14,1,0,1,1,0,0,2
58,14,1,0,1,1,0,0,0
40,14,1,0,1,1,0,0,1
39,14,0,0,1,1,0,0,1
57,13,1,1,1,0,0,0,2
69,12,1,0,1,1,0,0,2
44,11,1,1,1,1,0,0,0
58,11,1,0,1,1,0,0,1
34,10,1,1,1,1,0,0,1
48,9,1,0,1,1,0,0,0
54,9,0,1,1,0,0,0,0
41,9,0,0,1,1,0,0,0
64,8,1,0,1,1,0,0,1
42,8,1,0,1,1,0,0,0
32,11,1,0,1,1,0,0,1
35,8,1,1,1,0,0,1,0
43,8,1,0,1,1,0,0,1
69,8,1,1,1,1,0,0,0
37,8,1,1,1,0,0,1,1
34,7,1,1,1,1,0,0,0
61,7,1,0,1,0,0,1,0
38,7,1,0,1,1,0,0,0
36,7,1,0,1,1,0,0,1
46,7,1,0,1,1,0,0,0
34,20,1,0,1,1,0,0,0
67,7,1,0,1,1,0,0,0
45,7,1,0,1,1,0,0,1
33,12,0,0,1,1,0,0,2
37,11,1,0,1,0,0,1,0
36,9,0,0,1,1,0,0,2
46,7,0,0,1,1,0,0,1
48,7,0,1,1,1,0,0,2
68,7,0,0,1,1,0,0,0
47,7,0,1,1,1,0,0,0
49,7,1,1,1,1,0,0,1
49,3,1,0,1,1,0,0,0
41,7,1,0,1,1,0,0,2
41,7,0,0,1,1,0,0,0
26,7,1,0,1,0,0,1,0
56,7,0,0,1,0,0,1,0
36,7,0,1,0,0,0,1,0
68,7,1,0,1,1,0,0,0
51,7,0,1,1,1,0,0,2
36,7,1,0,1,0,0,1,0
30,7,0,0,1,0,0,1,1
50,7,1,0,1,0,0,1,0
53,7,1,1,1,1,0,0,1
32,7,1,0,1,0,0,1,1
39,19,0,1,1,0,0,1,0
56,17,0,0,1,1,0,0,0
31,8,1,0,1,0,0,1,0
19,7,1,0,0,0,0,1,0
40,7,0,0,1,1,0,0,0
57,7,1,0,1,1,0,0,0
52,7,0,1,1,1,0,0,0
56,7,1,1,1,1,0,0,0
60,7,1,0,1,1,0,0,0
58,7,1,0,1,0,0,1,0
60,7,1,0,1,1,0,0,0
34,7,1,0,1,1,0,0,1
36,7,1,0,1,1,0,0,1
49,7,0,1,1,1,0,0,1
50,7,0,1,1,1,0,0,0
30,7,1,0,1,0,0,1,1
55,7,0,1,1,0,0,1,0
42,7,0,1,1,1,0,0,0
40,7,1,0,1,1,0,0,1
49,7,0,0,1,1,0,0,2
38,7,1,0,1,1,0,0,1
41,7,1,0,1,1,0,0,0
49,7,1,0,1,1,0,0,0
53,7,1,0,1,1,0,0,0
58,7,1,0,1,1,0,0,0
56,9,1,0,1,1,0,0,2
33,7,0,0,1,1,0,0,0
31,7,1,0,1,0,0,1,0
30,7,1,1,1,0,0,1,0
28,7,0,0,1,0,0,1,2
34,7,1,0,1,1,0,0,1
41,7,1,1,1,0,0,1,1
39,7,1,1,1,1,0,0,0
48,7,1,1,1,0,0,0,1
57,7,1,0,1,1,0,0,0
42,7,1,0,1,1,0,0,0
29,7,1,0,1,0,0,1,0
31,7,0,1,1,0,0,1,1
49,7,1,0,1,1,0,0,0
32,7,0,1,1,0,0,1,0
55,7,0,0,1,1,0,0,0
33,7,1,1,1,1,0,0,0
38,7,1,0,1,1,0,0,0
23,5,1,0,1,0,0,1,1
31,7,1,1,1,0,0,1,0
36,7,1,1,1,1,0,0,2
23,7,0,0,1,0,0,1,0
50,7,0,0,1,1,0,0,0
56,7,1,1,1,1,0,0,0
29,7,0,0,1,0,0,1,0
45,10,1,0,1,0,0,1,1
48,7,1,0,1,1,0,0,1
71,7,1,0,1,1,0,0,0
42,7,1,0,1,1,0,0,0
46,7,1,0,1,1,0,0,1
42,7,0,1,1,1,0,0,2
59,7,1,0,1,1,0,0,1
39,7,0,0,1,1,0,0,0
32,7,1,0,1,0,0,1,0
43,7,1,0,1,0,0,1,1
36,7,0,1,1,0,0,1,1
30,27,1,1,1,0,0,1,0
42,9,1,0,1,1,0,0,0
38,7,1,0,1,1,0,0,0
31,7,1,1,1,0,0,1,0
47,7,0,0,1,1,0,0,0
53,7,1,1,1,1,0,0,1
41,7,0,0,1,1,0,0,1
57,7,0,1,1,1,0,0,1
69,7,1,0,1,1,0,0,0
59,7,1,1,1,1,0,0,1
78,7,1,0,1,0,0,1,1
28,7,0,1,1,0,0,1,1
36,15,1,1,1,1,0,0,0
41,2,1,1,1,1,0,0,1
34,7,1,1,1,1,0,0,1
52,7,1,1,1,1,0,0,0
58,7,0,1,1,1,0,0,0
63,7,1,0,1,1,0,0,0
67,7,1,0,1,1,0,0,1
64,7,1,1,1,1,0,0,0
40,7,1,1,1,1,0,0,1
53,7,1,0,1,1,0,0,0
43,7,1,1,1,1,0,0,0
48,7,0,0,1,1,0,0,2
61,7,1,0,1,1,0,0,1
58,14,1,1,1,0,0,1,0
31,7,1,0,1,0,0,1,2
60,7,1,1,1,1,0,0,2
40,7,1,0,1,1,0,0,0
35,7,0,1,1,0,0,1,0
40,7,1,0,1,1,0,0,0
30,7,0,1,1,1,0,0,0
58,7,1,0,1,1,0,0,0
29,7,1,0,1,1,0,0,0
46,7,0,0,1,1,0,0,0
45,7,1,0,1,1,0,0,0
46,7,0,1,1,1,0,0,0
30,7,0,1,1,0,0,1,0
45,14,0,0,1,1,0,0,0
41,7,0,1,1,0,0,1,0
42,7,1,0,1,1,0,0,0
33,7,1,0,1,1,0,0,0
38,7,0,1,1,1,0,0,0
65,7,1,0,1,0,0,0,0
34,7,1,0,1,0,0,1,2
56,7,0,0,1,1,0,0,2
57,7,1,1,1,1,0,0,0
31,7,1,0,1,0,0,1,2
78,7,1,0,1,1,0,0,0
38,7,1,0,1,1,0,0,0
42,7,0,1,1,1,0,0,0
46,7,1,1,1,1,0,0,2
38,7,1,0,1,0,0,1,1
37,6,1,0,1,1,0,0,0
59,14,1,0,1,1,0,0,0
32,13,1,0,1,0,0,1,0
62,11,1,1,1,1,0,0,1
42,11,1,1,1,1,0,0,0
49,16,0,0,1,1,0,0,0
35,11,1,1,1,1,0,0,2
48,14,1,1,1,1,0,0,2
30,9,1,0,1,0,0,1,0
62,8,1,1,1,0,0,0,0
35,8,1,1,1,1,0,0,2
41,7,0,1,1,0,0,1,2
59,7,1,0,1,1,0,0,0
49,6,0,1,1,1,0,0,2
38,6,0,0,1,1,0,0,0
64,6,1,0,1,1,0,0,0
40,6,1,0,1,0,0,1,1
33,6,1,1,1,0,0,1,1
33,6,1,0,1,0,0,1,0
39,6,1,1,1,1,0,0,0
42,6,1,0,1,1,0,0,1
46,6,1,0,1,1,0,0,1
27,6,0,1,1,1,0,0,0
71,14,1,0,1,1,0,0,0
62,9,0,1,1,0,0,1,0
52,6,1,0,1,1,0,0,0
48,6,1,0,1,1,0,0,1
39,6,1,0,1,0,0,1,2
43,6,1,1,1,1,0,0,0
30,6,1,1,1,0,0,1,0
47,6,1,0,1,1,0,0,0
24,6,1,1,1,0,1,0,2
59,6,1,0,1,0,0,0,0
41,6,0,1,1,1,0,0,0
45,6,1,0,1,1,0,0,0
57,6,1,0,1,1,0,0,0
46,6,0,1,1,0,0,0,0
44,6,1,0,1,1,0,0,0
58,6,1,1,1,1,0,0,0
50,6,0,0,1,1,0,0,2
55,6,1,1,1,0,0,0,0
34,6,0,0,1,1,0,0,0
37,22,0,1,1,1,0,0,0
34,14,1,0,1,1,0,0,0
50,13,0,0,1,1,0,0,0
48,6,1,1,1,1,0,0,0
56,6,1,1,1,1,0,0,1
37,6,1,0,1,1,0,0,1
54,6,0,0,1,1,0,0,0
26,6,0,0,1,0,0,1,1
51,6,1,1,1,1,0,0,1
39,6,0,0,1,0,0,1,0
34,6,0,0,1,1,0,0,0
43,2,1,0,1,1,0,0,0
60,6,0,0,1,0,0,0,0
43,6,0,1,1,1,0,0,0
47,6,0,0,1,1,0,0,0
40,6,0,0,1,1,0,0,0
50,17,0,0,1,0,0,0,1
43,6,0,0,1,1,0,0,0
37,6,1,1,1,0,0,1,0
43,6,0,1,1,0,0,1,0
27,6,1,0,1,0,0,1,0
24,6,1,1,1,0,0,1,1
49,6,1,1,1,1,0,0,0
32,6,1,0,1,1,0,0,0
49,6,0,1,1,0,0,0,0
44,6,0,0,1,0,0,0,0
31,6,0,0,1,1,0,0,0
31,6,1,1,1,0,0,1,1
52,6,1,0,1,1,0,0,0
59,7,1,0,1,1,0,0,0
35,6,1,0,1,0,0,1,0
29,6,0,1,1,0,0,1,0
39,6,1,1,1,1,0,0,2
32,6,1,1,1,0,0,1,0
74,6,0,0,1,1,0,0,0
54,6,1,1,1,1,0,0,2
42,6,0,1,1,1,0,0,2
40,14,1,1,1,1,0,0,1
39,6,1,0,1,1,0,0,2
25,6,1,0,1,0,0,1,0
34,6,0,0,1,1,0,0,2
36,6,1,0,1,1,0,0,0
24,6,0,0,1,0,0,1,0
41,6,1,0,1,1,0,0,1
20,6,1,1,1,0,0,1,1
40,6,0,0,1,0,0,1,0
24,6,0,1,1,0,0,1,2
34,20,1,1,1,1,0,0,0
55,18,0,0,1,1,0,0,1
26,12,1,0,1,0,0,1,1
36,6,1,0,1,1,0,0,2
49,6,0,0,1,0,0,0,1
24,6,1,1,1,0,0,1,1
53,6,1,1,1,1,0,0,0
62,6,0,1,1,1,0,0,2
30,6,1,0,1,1,0,0,0
38,17,0,1,1,1,0,0,2
61,13,1,1,1,1,0,0,2
27,6,1,0,1,0,0,1,1
54,6,1,1,1,1,0,0,2
54,6,1,1,1,1,0,0,0
68,6,1,1,1,1,0,0,1
32,6,1,1,0,1,0,0,0
33,6,1,1,1,0,0,1,0
53,6,0,1,1,1,0,0,0
36,9,1,0,1,1,0,0,0
23,6,1,1,1,0,0,1,1
29,6,0,0,1,0,0,1,2
45,6,1,0,1,1,0,0,0
63,6,1,0,1,1,0,0,0
65,6,1,1,1,1,0,0,0
28,6,1,1,1,0,0,1,1
45,6,0,1,1,1,0,0,1
45,6,0,0,1,0,0,1,0
47,6,1,0,1,0,0,0,0
37,6,0,0,1,1,0,0,0
47,5,1,0,1,1,0,0,0
61,17,0,1,1,1,0,0,1
58,6,1,0,1,1,0,0,0
34,6,1,1,1,0,0,1,1
